movieId,r_bar_i,percentile,group
104099,2.92,28.88,G5
104101,1.0,0.73,G1
104103,4.5,99.04,G10
104116,3.25,50.94,G8
104119,4.17,97.88,G10
104123,2.15,7.37,G3
104126,4.0,94.92,G10
104129,3.17,45.77,G7
104132,2.25,8.6,G3
104135,3.2,47.63,G7
104137,3.28,52.96,G8
104139,2.5,14.16,G4
104141,3.22,48.61,G7
104144,2.79,23.77,G5
104153,1.83,3.63,G2
104155,3.23,49.17,G7
104175,1.83,3.63,G2
104177,3.69,81.84,G10
104179,1.5,2.22,G2
104181,1.83,3.63,G2
104211,3.43,62.94,G9
104213,2.5,14.16,G4
104215,2.0,5.36,G3
104218,2.38,10.69,G4
104224,3.5,68.96,G9
104226,2.83,25.61,G5
104231,3.41,61.46,G9
104233,3.83,89.14,G10
104236,3.0,34.83,G6
104239,3.5,68.96,G9
104241,3.27,52.94,G8
104243,3.11,42.26,G7
104245,2.87,26.91,G5
104247,3.17,45.77,G7
104249,2.83,25.61,G5
104266,3.75,85.34,G10
104270,1.0,0.73,G1
104272,3.76,86.16,G10
104274,2.68,19.91,G4
104280,3.3,54.46,G8
104283,3.75,84.72,G10
104285,3.75,85.34,G10
104294,3.0,34.83,G6
104298,2.64,18.7,G4
104301,3.25,50.94,G8
104303,3.1,42.19,G7
104307,4.0,94.92,G10
104309,3.5,68.96,G9
104312,2.86,26.66,G5
104314,3.62,78.15,G10
104317,5.0,99.79,G10
104319,3.71,83.25,G10
104321,3.35,57.81,G8
104323,3.25,50.94,G8
104331,4.0,94.92,G10
104335,3.5,68.96,G9
104337,3.55,73.59,G10
104339,3.49,65.98,G9
104345,1.5,2.22,G2
104350,3.88,90.99,G10
104354,2.0,5.36,G3
104356,3.46,64.74,G9
104361,3.24,49.52,G7
104363,2.0,5.36,G3
104368,3.5,68.96,G9
104370,3.0,34.83,G6
104372,3.0,34.83,G6
104374,3.92,91.99,G10
104376,3.0,34.83,G6
104379,3.28,53.09,G8
104384,3.5,68.96,G9
104386,3.57,74.98,G10
104388,1.67,2.95,G2
104390,3.33,56.81,G8
104392,3.5,68.96,G9
104406,3.58,75.16,G10
104408,2.83,25.61,G5
104412,3.5,68.96,G9
104414,3.25,50.94,G8
104419,3.46,64.43,G9
104421,3.57,74.98,G10
104423,3.88,90.69,G10
104431,2.69,20.07,G5
104436,4.0,94.92,G10
104438,4.0,94.92,G10
104441,3.21,48.23,G7
104449,3.0,34.83,G6
104451,3.5,68.96,G9
104453,3.5,68.96,G9
104457,3.05,39.45,G6
104459,2.75,22.24,G5
104462,1.5,2.22,G2
104464,4.0,94.92,G10
104472,2.0,5.36,G3
104480,3.0,34.83,G6
104489,3.25,50.94,G8
104491,3.0,34.83,G6
104495,3.5,68.96,G9
104498,3.75,85.34,G10
104506,3.88,90.69,G10
104508,3.75,85.34,G10
104513,2.4,10.98,G4
104518,2.88,27.28,G5
104520,3.68,81.24,G10
104524,4.0,94.92,G10
104526,2.5,14.16,G4
104540,2.67,19.42,G4
104542,1.5,2.22,G2
104544,3.25,50.94,G8
104546,2.0,5.36,G3
104552,2.57,17.04,G4
104556,2.17,7.58,G3
104561,3.1,41.88,G7
104563,2.75,22.24,G5
104576,2.94,29.69,G5
104581,3.5,68.96,G9
104583,3.25,50.94,G8
104588,1.0,0.73,G1
104590,3.83,89.14,G10
104595,3.67,80.62,G10
104597,3.25,50.94,G8
104599,3.12,43.3,G7
104601,2.6,17.62,G4
104604,4.12,97.59,G10
104606,2.25,8.6,G3
104608,3.25,50.94,G8
104610,1.67,2.95,G2
104612,3.5,68.96,G9
104625,3.75,85.34,G10
104627,3.25,50.94,G8
104629,2.0,5.36,G3
104631,3.1,41.88,G7
104633,3.5,68.96,G9
104636,4.27,98.45,G10
104638,1.9,3.97,G2
104640,3.0,34.83,G6
104642,3.25,50.94,G8
104644,3.25,50.94,G8
104662,1.75,3.24,G2
104664,1.5,2.22,G2
104667,1.25,1.55,G2
104669,3.29,53.59,G8
104671,1.8,3.51,G2
104673,2.0,5.36,G3
104675,3.0,34.83,G6
104677,1.0,0.73,G1
104680,3.33,56.81,G8
104685,2.94,29.94,G5
104689,2.5,14.16,G4
104691,2.33,9.86,G3
104693,3.5,68.96,G9
104698,2.0,5.36,G3
104701,2.0,5.36,G3
104712,3.68,81.35,G10
104719,3.5,68.96,G9
104721,4.5,99.04,G10
104723,2.83,25.61,G5
104726,3.5,68.96,G9
104728,2.06,6.67,G3
104731,2.75,22.24,G5
104733,3.25,50.94,G8
104736,3.1,41.63,G7
104741,2.75,22.24,G5
104743,1.0,0.73,G1
104746,1.0,0.73,G1
104757,3.5,68.96,G9
104760,1.98,4.24,G2
104762,2.78,23.53,G5
104764,4.0,94.92,G10
104767,3.5,68.96,G9
104769,1.0,0.73,G1
104772,2.0,5.36,G3
104774,3.5,68.96,G9
104776,3.0,34.83,G6
104778,4.0,94.92,G10
104780,3.67,80.62,G10
104784,2.75,22.24,G5
104795,3.0,34.83,G6
104798,3.5,68.96,G9
104800,3.5,68.96,G9
104803,3.69,81.84,G10
104805,1.0,0.73,G1
104807,3.67,80.62,G10
104809,2.33,9.86,G3
104813,2.75,22.24,G5
104815,2.5,14.16,G4
104817,2.5,14.16,G4
104823,3.5,68.96,G9
104827,3.75,85.34,G10
104829,4.08,97.27,G10
104832,3.5,68.96,G9
104835,1.5,2.22,G2
104837,3.0,34.83,G6
104839,3.5,68.96,G9
104841,3.76,86.11,G10
104843,2.93,29.37,G5
104847,2.75,22.24,G5
104849,3.25,50.94,G8
104854,3.67,80.62,G10
104861,3.06,39.63,G6
104863,3.43,62.69,G9
104865,3.5,68.96,G9
104867,3.33,56.81,G8
104870,1.83,3.63,G2
104872,3.67,80.62,G10
104875,3.53,72.69,G10
104879,3.92,92.06,G10
104881,3.22,48.54,G7
104883,3.08,40.98,G7
104903,3.75,85.34,G10
104906,3.22,48.92,G7
104908,3.3,54.46,G8
104913,3.92,92.0,G10
104920,3.75,85.34,G10
104923,3.69,81.84,G10
104925,2.99,31.36,G6
104932,4.5,99.04,G10
104936,3.0,34.83,G6
104938,4.0,94.92,G10
104944,3.93,92.27,G10
104947,3.12,43.3,G7
104952,1.0,0.73,G1
104954,1.5,2.22,G2
104956,1.5,2.22,G2
104959,3.62,78.15,G10
104961,3.25,50.94,G8
104969,2.5,14.16,G4
104971,3.83,89.14,G10
104973,3.5,68.96,G9
104975,3.39,60.35,G9
104984,3.0,34.83,G6
104990,3.12,43.3,G7
104993,1.5,2.22,G2
104996,3.25,50.94,G8
104998,3.68,81.57,G10
105001,3.67,80.62,G10
105011,4.0,94.92,G10
105013,2.5,14.16,G4
105015,2.0,5.36,G3
105017,3.0,34.83,G6
105020,1.25,1.55,G2
105028,3.42,62.05,G9
105030,4.25,98.3,G10
105032,3.75,85.34,G10
105034,3.83,89.14,G10
105037,3.05,39.44,G6
105040,2.5,14.16,G4
105042,1.5,2.22,G2
105044,4.0,94.92,G10
105049,3.0,34.83,G6
105051,2.5,14.16,G4
105053,3.32,55.92,G8
105055,3.25,50.94,G8
105057,3.25,50.94,G8
105068,3.0,34.83,G6
105071,2.0,5.36,G3
105073,2.0,5.36,G3
105075,3.45,64.23,G9
105077,2.5,14.16,G4
105079,1.5,2.22,G2
105081,2.5,14.16,G4
105084,3.25,50.94,G8
105086,2.3,9.36,G3
105089,3.58,75.62,G10
105091,3.06,39.95,G6
105096,4.0,94.92,G10
105098,4.0,94.92,G10
105101,3.38,59.55,G8
105104,3.5,68.96,G9
105115,1.5,2.22,G2
105117,2.75,22.24,G5
105119,2.0,5.36,G3
105121,2.43,11.43,G4
105126,3.25,50.94,G8
105128,3.7,82.53,G10
105130,3.75,85.34,G10
105133,2.78,23.53,G5
105135,4.25,98.3,G10
105142,2.5,14.16,G4
105147,2.88,27.28,G5
105150,1.5,2.22,G2
105155,4.0,94.92,G10
105157,3.33,56.81,G8
105159,3.62,78.15,G10
105161,4.0,94.92,G10
105163,4.0,94.92,G10
105165,2.17,7.58,G3
105176,2.0,5.36,G3
105178,1.88,3.8,G2
105181,2.17,7.58,G3
105184,1.0,0.73,G1
105187,5.0,99.79,G10
105189,4.0,94.92,G10
105191,5.0,99.79,G10
105193,3.5,68.96,G9
105195,3.44,63.61,G9
105197,3.71,82.96,G10
105204,2.88,27.28,G5
105206,3.5,68.96,G9
105211,3.44,63.31,G9
105213,3.3,54.82,G8
105215,3.5,68.96,G9
105217,2.89,27.81,G5
105223,3.38,59.55,G8
105227,3.7,82.53,G10
105234,3.5,68.96,G9
105236,2.5,14.16,G4
105238,4.0,94.92,G10
105240,1.0,0.73,G1
105242,2.5,14.16,G4
105244,3.17,45.77,G7
105246,3.64,78.86,G10
105248,3.31,55.09,G8
105250,3.99,93.22,G10
105252,2.5,14.16,G4
105254,3.36,58.44,G8
105257,3.5,68.96,G9
105266,2.6,17.62,G4
105269,3.4,60.95,G9
105271,4.0,94.92,G10
105275,1.75,3.24,G2
105282,3.0,34.83,G6
105288,1.88,3.8,G2
105290,3.0,34.83,G6
105292,3.0,34.83,G6
105296,3.5,68.96,G9
105299,4.0,94.92,G10
105302,3.38,59.55,G8
105304,3.0,34.83,G6
105306,1.5,2.22,G2
105308,2.5,14.16,G4
105310,2.25,8.6,G3
105314,4.0,94.92,G10
105320,3.0,34.83,G6
105323,2.5,14.16,G4
105325,2.58,17.17,G4
105328,3.0,34.83,G6
105330,3.75,85.34,G10
105335,3.5,68.96,G9
105338,3.0,34.83,G6
105340,3.83,89.14,G10
105343,3.75,85.34,G10
105345,2.21,8.05,G3
105347,3.0,34.83,G6
105351,2.86,26.68,G5
105353,4.0,94.92,G10
105355,3.85,89.69,G10
105357,3.38,59.55,G8
105359,3.25,50.94,G8
105364,3.93,92.21,G10
105366,3.33,56.81,G8
105368,2.88,27.28,G5
105375,3.28,53.09,G8
105377,2.0,5.36,G3
105379,3.5,68.96,G9
105382,3.5,68.96,G9
105386,2.83,25.1,G5
105388,1.5,2.22,G2
105390,1.0,0.73,G1
105404,3.08,40.98,G7
105406,3.0,34.83,G6
105408,2.5,14.16,G4
105410,3.0,34.83,G6
105412,3.5,68.96,G9
105414,3.75,85.34,G10
105416,3.0,34.83,G6
105420,3.53,72.91,G10
105423,4.0,94.92,G10
105429,3.77,86.69,G10
105435,2.0,5.36,G3
105439,4.5,99.04,G10
105442,2.17,7.58,G3
105444,4.5,99.04,G10
105446,4.5,99.04,G10
105448,4.0,94.92,G10
105450,1.0,0.73,G1
105453,4.0,94.92,G10
105455,2.5,14.16,G4
105463,4.0,94.92,G10
105465,2.0,5.36,G3
105468,3.21,48.28,G7
105470,3.0,34.83,G6
105474,3.5,68.96,G9
105477,2.58,17.29,G4
105481,1.0,0.73,G1
105484,2.62,18.23,G4
105490,2.25,8.6,G3
105492,2.5,14.16,G4
105495,2.83,25.61,G5
105497,4.0,94.92,G10
105499,2.5,14.16,G4
105502,2.5,14.16,G4
105504,3.84,89.54,G10
105506,2.75,22.24,G5
105509,3.5,68.96,G9
105519,3.05,39.26,G6
105521,1.5,2.22,G2
105526,5.0,99.79,G10
105529,5.0,99.79,G10
105531,3.28,53.23,G8
105533,3.0,34.83,G6
105538,2.5,14.16,G4
105540,1.0,0.73,G1
105554,2.9,28.29,G5
105560,2.75,22.24,G5
105563,4.25,98.3,G10
105565,3.0,34.83,G6
105571,1.5,2.22,G2
105575,4.5,99.04,G10
105577,3.0,34.83,G6
105579,1.1,1.47,G2
105581,1.5,2.22,G2
105583,2.0,5.36,G3
105585,2.98,31.27,G6
105591,4.0,94.92,G10
105593,3.41,61.83,G9
105595,2.5,14.16,G4
105597,3.43,62.69,G9
105599,3.0,34.83,G6
105601,1.25,1.55,G2
105606,2.0,5.36,G3
105608,2.9,28.29,G5
105612,1.0,0.73,G1
105616,2.5,14.16,G4
105618,2.5,14.16,G4
105620,3.0,34.83,G6
105622,2.7,20.37,G5
105628,4.0,94.92,G10
105630,1.75,3.24,G2
105653,3.16,45.1,G7
105659,2.0,5.36,G3
105663,4.0,94.92,G10
105665,2.5,14.16,G4
105700,1.75,3.24,G2
105703,3.61,77.29,G10
105709,3.25,50.94,G8
105713,3.5,68.96,G9
105715,3.1,41.88,G7
105717,4.0,94.92,G10
105720,3.25,50.94,G8
105728,3.25,50.94,G8
105731,2.76,23.02,G5
105733,3.5,68.96,G9
105742,3.16,45.13,G7
105744,3.83,89.14,G10
105746,2.73,21.06,G5
105748,2.5,14.16,G4
105753,3.1,41.88,G7
105755,2.53,16.3,G4
105759,2.0,5.36,G3
105761,1.5,2.22,G2
105763,1.83,3.63,G2
105765,3.0,34.83,G6
105767,3.0,34.83,G6
105769,3.41,61.38,G9
105772,1.0,0.73,G1
105776,2.5,14.16,G4
105778,4.5,99.04,G10
105794,1.17,1.49,G2
105799,3.22,48.61,G7
105801,2.58,17.22,G4
105803,3.5,68.96,G9
105805,3.5,68.96,G9
105811,2.58,17.29,G4
105813,2.69,20.07,G5
105815,2.83,25.61,G5
105819,2.25,8.6,G3
105821,3.5,68.96,G9
105825,3.7,82.53,G10
105827,2.0,5.36,G3
105829,1.0,0.73,G1
105831,1.5,2.22,G2
105833,1.25,1.55,G2
105835,3.44,63.61,G9
105837,3.3,54.46,G8
105841,5.0,99.79,G10
105844,3.9,91.6,G10
105846,5.0,99.79,G10
105849,3.83,89.14,G10
105855,2.8,24.28,G5
105863,3.2,47.63,G7
105865,3.0,34.83,G6
105869,3.27,52.56,G8
105873,3.75,85.34,G10
105884,3.5,68.96,G9
105886,2.5,14.16,G4
105888,4.0,94.92,G10
105890,3.0,34.83,G6
105892,3.0,34.83,G6
105899,4.5,99.04,G10
105901,3.17,45.77,G7
105906,4.0,94.92,G10
105911,3.36,58.7,G8
105915,3.0,34.83,G6
105918,4.5,99.04,G10
105928,3.3,54.46,G8
105936,3.0,34.83,G6
105938,3.0,34.83,G6
105943,3.68,81.39,G10
105945,2.42,11.23,G4
105948,1.5,2.22,G2
105950,3.75,85.34,G10
105952,3.71,83.25,G10
105954,3.49,66.06,G9
105959,3.5,68.96,G9
105965,2.9,28.29,G5
105968,3.25,50.94,G8
105972,3.25,50.94,G8
105974,2.75,22.24,G5
105976,2.75,22.24,G5
105978,1.5,2.22,G2
105980,2.0,5.36,G3
105982,1.0,0.73,G1
105985,3.5,68.96,G9
105987,3.17,45.77,G7
105999,3.5,68.96,G9
106002,3.41,61.49,G9
106004,3.5,68.96,G9
106006,1.5,2.22,G2
106011,3.7,82.74,G10
106017,4.5,99.04,G10
106019,2.33,9.86,G3
106022,3.59,76.13,G10
106024,3.5,68.96,G9
106026,3.25,50.94,G8
106030,2.78,23.69,G5
106032,2.0,5.36,G3
106046,2.25,8.6,G3
106048,4.17,97.88,G10
106052,3.0,34.83,G6
106054,3.33,56.81,G8
106057,4.5,99.04,G10
106059,3.67,80.62,G10
106062,2.99,31.48,G6
106064,3.0,34.83,G6
106066,2.33,9.86,G3
106068,3.0,34.83,G6
106072,3.51,71.89,G10
106074,3.75,85.34,G10
106076,5.0,99.79,G10
106078,3.0,34.83,G6
106082,5.0,99.79,G10
106090,2.5,14.16,G4
106092,4.0,94.92,G10
106094,2.0,5.36,G3
106098,4.0,94.92,G10
106100,3.9,91.42,G10
106102,2.87,26.93,G5
106107,4.0,94.92,G10
106109,3.8,87.84,G10
106111,3.57,74.98,G10
106113,5.0,99.79,G10
106115,5.0,99.79,G10
106136,1.0,0.73,G1
106138,2.64,18.7,G4
106141,2.0,5.36,G3
106144,3.65,79.32,G10
106147,2.5,14.16,G4
106156,3.56,74.47,G10
106158,4.5,99.04,G10
106160,3.67,80.62,G10
106163,3.52,72.4,G10
106165,3.54,73.2,G10
106168,3.0,34.83,G6
106170,4.0,94.92,G10
106173,3.88,90.69,G10
106190,4.0,94.92,G10
106193,3.0,34.83,G6
106195,3.23,49.01,G7
106197,2.94,29.77,G5
106200,2.65,18.83,G4
106202,3.0,34.83,G6
106204,3.79,87.54,G10
106208,2.0,5.36,G3
106210,3.3,54.46,G8
106212,3.25,50.94,G8
106214,3.8,87.84,G10
106220,3.62,78.15,G10
106222,3.58,75.62,G10
106224,2.0,5.36,G3
106226,3.25,50.94,G8
106228,3.0,34.83,G6
106230,2.75,22.24,G5
106232,2.0,5.36,G3
106234,3.21,48.38,G7
106236,3.38,60.14,G9
106238,2.75,22.24,G5
106240,2.51,16.07,G4
106243,2.1,6.95,G3
106250,1.0,0.73,G1
106254,3.25,50.94,G8
106256,3.25,50.94,G8
106270,2.5,14.16,G4
106272,3.5,68.96,G9
106275,3.0,34.83,G6
106277,1.0,0.73,G1
106295,3.0,34.83,G6
106297,3.5,68.96,G9
106300,3.75,85.34,G10
106302,3.75,85.34,G10
106306,4.0,94.92,G10
106310,2.75,22.24,G5
106320,2.17,7.58,G3
106326,3.8,87.84,G10
106330,3.16,45.04,G7
106332,3.57,75.12,G10
106334,4.05,96.94,G10
106336,3.5,68.96,G9
106342,3.5,68.96,G9
106344,2.61,17.87,G4
106346,2.75,22.24,G5
106348,2.5,14.16,G4
106351,2.83,25.61,G5
106353,3.5,68.96,G9
106355,1.5,2.22,G2
106363,3.5,68.96,G9
106365,2.9,28.29,G5
106369,2.5,14.16,G4
106374,3.6,76.62,G10
106376,3.25,50.94,G8
106378,2.38,10.6,G4
106387,2.5,14.16,G4
106389,1.75,3.24,G2
106391,2.5,14.16,G4
106397,2.75,22.24,G5
106399,3.5,68.96,G9
106401,3.0,34.83,G6
106403,4.0,94.92,G10
106405,3.62,78.15,G10
106407,3.69,81.84,G10
106417,2.75,22.24,G5
106421,3.17,45.77,G7
106431,3.5,68.96,G9
106434,1.0,0.73,G1
106436,2.5,14.16,G4
106438,3.86,90.29,G10
106441,3.62,77.7,G10
106443,3.33,56.81,G8
106450,3.5,68.96,G9
106452,3.72,83.77,G10
106455,2.25,8.6,G3
106458,4.5,99.04,G10
106460,4.5,99.04,G10
106462,4.17,97.88,G10
106464,3.14,44.3,G7
106466,2.0,5.36,G3
106471,3.54,73.2,G10
106473,3.88,90.69,G10
106475,4.0,94.92,G10
106485,2.67,19.42,G4
106487,3.73,83.97,G10
106489,3.74,84.34,G10
106491,3.0,34.83,G6
106493,3.5,68.96,G9
106495,3.5,68.96,G9
106498,3.33,56.81,G8
106501,2.75,22.24,G5
106503,3.92,91.92,G10
106506,3.25,50.94,G8
106508,2.9,28.29,G5
106510,3.5,68.96,G9
106515,4.0,94.92,G10
106517,5.0,99.79,G10
106519,4.0,94.92,G10
106525,2.5,14.16,G4
106527,3.0,34.83,G6
106529,3.5,68.96,G9
106538,2.5,14.16,G4
106540,2.98,31.27,G6
106542,3.55,73.54,G10
106549,3.0,34.83,G6
106559,3.0,34.83,G6
106561,2.92,28.88,G5
106563,2.0,5.36,G3
106565,3.5,68.96,G9
106579,3.0,34.83,G6
106581,2.5,14.16,G4
106583,2.5,14.16,G4
106590,2.05,6.65,G3
106592,3.0,34.83,G6
106594,3.9,91.5,G10
106599,1.5,2.22,G2
106607,1.0,0.73,G1
106609,1.0,0.73,G1
106611,1.0,0.73,G1
106614,3.1,41.88,G7
106616,2.5,14.16,G4
106618,3.5,68.96,G9
106620,4.0,94.92,G10
106624,3.28,53.09,G8
106634,3.0,34.83,G6
106642,3.93,92.26,G10
106644,3.0,34.83,G6
106646,3.45,63.97,G9
106648,4.0,94.92,G10
106672,1.0,0.73,G1
106674,2.25,8.6,G3
106676,2.75,22.24,G5
106680,2.67,19.42,G4
106682,4.5,99.04,G10
106684,2.25,8.6,G3
106686,4.0,94.92,G10
106688,1.12,1.48,G2
106690,4.0,94.92,G10
106696,3.71,83.1,G10
106698,3.25,50.94,G8
106700,1.67,2.95,G2
106702,3.5,68.96,G9
106704,2.5,14.16,G4
106722,3.0,34.83,G6
106725,4.0,94.92,G10
106727,3.5,68.96,G9
106729,2.0,5.36,G3
106734,3.5,68.96,G9
106736,2.75,22.24,G5
106739,2.3,9.36,G3
106741,1.0,0.73,G1
106745,3.0,34.83,G6
106747,3.0,34.83,G6
106749,3.67,81.19,G10
106751,3.5,68.96,G9
106753,4.0,94.92,G10
106762,3.67,81.13,G10
106766,3.71,82.85,G10
106768,3.67,80.62,G10
106782,3.8,87.62,G10
106785,3.32,55.63,G8
106791,1.0,0.73,G1
106794,1.75,3.24,G2
106820,3.0,34.83,G6
106822,4.0,94.92,G10
106824,3.5,68.96,G9
106832,3.0,34.83,G6
106834,4.0,94.92,G10
106839,3.32,55.87,G8
106841,3.49,66.04,G9
106848,2.5,14.16,G4
106850,3.64,79.18,G10
106852,3.5,68.96,G9
106854,2.25,8.6,G3
106861,3.69,81.84,G10
106863,3.92,91.92,G10
106866,1.0,0.73,G1
106868,2.88,27.28,G5
106870,2.86,26.58,G5
106873,3.21,48.38,G7
106877,2.5,14.16,G4
106879,1.8,3.51,G2
106881,3.33,56.81,G8
106883,2.46,11.96,G4
106887,1.5,2.22,G2
106889,3.82,88.49,G10
106892,3.5,68.96,G9
106895,3.5,68.96,G9
106897,4.17,97.88,G10
106906,3.0,34.83,G6
106910,1.7,3.02,G2
106914,3.33,56.81,G8
106916,3.67,81.2,G10
106918,3.66,80.0,G10
106920,3.91,91.68,G10
106922,3.58,75.62,G10
106924,3.75,85.34,G10
106927,3.42,62.05,G9
106967,4.0,94.92,G10
106970,3.75,85.34,G10
106972,3.25,50.94,G8
106981,2.25,8.6,G3
106983,3.61,77.15,G10
106986,3.83,89.14,G10
106988,2.5,14.16,G4
106990,3.0,34.83,G6
106992,3.5,68.96,G9
106994,3.5,68.96,G9
106996,3.0,34.83,G6
106998,3.0,34.83,G6
107000,3.91,91.76,G10
107002,3.28,53.09,G8
107004,2.83,25.61,G5
107011,3.0,34.83,G6
107013,1.75,3.24,G2
107017,3.28,53.09,G8
107020,1.75,3.24,G2
107022,2.62,18.23,G4
107024,3.68,81.57,G10
107028,2.83,25.61,G5
107032,1.0,0.73,G1
107039,3.5,68.96,G9
107042,3.7,82.8,G10
107050,4.0,94.92,G10
107052,3.68,81.31,G10
107055,1.0,0.73,G1
107057,3.64,79.18,G10
107059,2.75,22.24,G5
107061,2.17,7.58,G3
107065,1.5,2.22,G2
107067,3.83,89.14,G10
107069,3.58,75.24,G10
107075,2.5,14.16,G4
107077,2.75,22.24,G5
107079,1.0,0.73,G1
107081,3.79,87.16,G10
107083,3.12,43.3,G7
107085,3.5,68.96,G9
107096,2.0,5.36,G3
107098,4.0,94.92,G10
107100,3.0,34.83,G6
107102,2.5,14.16,G4
107106,1.0,0.73,G1
107115,1.0,0.73,G1
107117,3.36,58.44,G8
107128,2.5,14.16,G4
107130,3.83,89.14,G10
107132,1.0,0.73,G1
107137,3.31,54.87,G8
107141,3.71,83.12,G10
107143,2.75,22.24,G5
107145,2.67,19.42,G4
107147,3.5,68.96,G9
107153,2.5,14.16,G4
107155,1.0,0.73,G1
107157,1.5,2.22,G2
107159,2.88,27.28,G5
107161,3.5,68.96,G9
107172,1.0,0.73,G1
107174,4.0,94.92,G10
107176,3.67,80.62,G10
107178,3.5,68.96,G9
107183,4.0,94.92,G10
107185,3.12,43.3,G7
107188,3.6,76.62,G10
107194,3.0,34.83,G6
107196,3.6,76.62,G10
107199,4.0,94.92,G10
107202,4.5,99.04,G10
107204,4.0,94.92,G10
107207,2.5,14.16,G4
107209,2.67,19.42,G4
107213,3.5,68.96,G9
107215,3.25,50.94,G8
107217,2.0,5.36,G3
107224,2.75,22.24,G5
107230,3.5,68.96,G9
107232,2.5,14.16,G4
107234,1.5,2.22,G2
107236,3.0,34.83,G6
107238,4.5,99.04,G10
107241,2.5,14.16,G4
107243,3.0,34.83,G6
107248,2.0,5.36,G3
107252,5.0,99.79,G10
107262,3.17,45.77,G7
107264,3.36,58.44,G8
107266,1.0,0.73,G1
107268,3.0,34.83,G6
107270,2.0,5.36,G3
107274,3.25,50.94,G8
107278,3.5,68.96,G9
107281,3.75,85.34,G10
107295,3.25,50.94,G8
107297,2.83,25.61,G5
107299,2.55,16.51,G4
107302,2.1,6.95,G3
107304,3.21,48.38,G7
107306,3.33,56.81,G8
107309,3.25,50.94,G8
107312,2.64,18.54,G4
107314,2.91,28.68,G5
107316,3.5,68.96,G9
107328,3.0,34.83,G6
107334,3.33,56.81,G8
107338,2.5,14.16,G4
107342,3.17,45.77,G7
107344,3.17,45.77,G7
107346,3.0,34.83,G6
107348,3.07,40.29,G7
107350,3.3,54.46,G8
107352,3.3,54.46,G8
107354,2.6,17.62,G4
107357,3.0,34.83,G6
107359,3.67,80.62,G10
107361,4.0,94.92,G10
107368,3.29,53.9,G8
107370,3.0,34.83,G6
107372,4.0,94.92,G10
107380,3.43,62.69,G9
107382,3.67,80.62,G10
107397,3.5,68.96,G9
107400,3.29,53.59,G8
107402,3.0,34.83,G6
107404,2.0,5.36,G3
107406,3.45,64.01,G9
107408,4.0,94.92,G10
107410,4.2,98.06,G10
107412,3.5,68.96,G9
107418,3.0,34.83,G6
107422,2.0,5.36,G3
107424,2.0,5.36,G3
107426,2.5,14.16,G4
107434,5.0,99.79,G10
107436,3.28,53.38,G8
107445,3.14,44.3,G7
107447,2.73,21.06,G5
107449,2.62,18.23,G4
107456,2.0,5.36,G3
107458,2.0,5.36,G3
107460,3.5,68.96,G9
107462,2.92,28.88,G5
107466,4.0,94.92,G10
107477,3.75,85.34,G10
107484,3.5,68.96,G9
107499,3.0,34.83,G6
107501,2.25,8.6,G3
107503,2.75,22.24,G5
107516,3.25,50.94,G8
107537,3.43,62.69,G9
107539,3.42,62.05,G9
107541,2.96,30.64,G6
107543,2.0,5.36,G3
107548,2.5,14.16,G4
107551,2.0,5.36,G3
107555,4.1,97.42,G10
107557,2.33,9.86,G3
107559,3.44,63.24,G9
107561,3.5,68.96,G9
107563,2.85,26.37,G5
107565,3.61,77.11,G10
107567,3.0,34.83,G6
107569,2.0,5.36,G3
107573,2.5,14.16,G4
107575,3.5,68.96,G9
107577,3.5,68.96,G9
107579,3.75,85.34,G10
107581,3.0,34.83,G6
107584,3.38,59.55,G8
107589,4.5,99.04,G10
107591,3.75,85.34,G10
107595,3.5,68.96,G9
107601,4.25,98.3,G10
107603,3.25,50.94,G8
107610,3.0,34.83,G6
107612,2.5,14.16,G4
107614,2.83,25.61,G5
107617,3.5,68.96,G9
107619,4.0,94.92,G10
107621,2.0,5.36,G3
107623,4.5,99.04,G10
107625,4.0,94.92,G10
107627,3.53,73.0,G10
107630,3.1,41.88,G7
107632,3.5,68.96,G9
107634,2.75,22.24,G5
107636,4.0,94.92,G10
107638,3.0,34.83,G6
107643,4.75,99.54,G10
107645,3.5,68.96,G9
107647,3.25,50.94,G8
107649,3.76,86.27,G10
107651,3.0,34.83,G6
107653,3.75,85.34,G10
107658,3.38,59.55,G8
107662,3.5,68.96,G9
107664,2.5,14.16,G4
107667,2.0,5.36,G3
107669,2.5,14.16,G4
107671,3.0,34.83,G6
107673,3.5,68.96,G9
107675,3.14,44.3,G7
107677,2.89,27.81,G5
107682,2.83,25.61,G5
107684,2.7,20.37,G5
107686,3.0,34.83,G6
107690,3.5,68.96,G9
107692,3.0,34.83,G6
107696,3.0,34.83,G6
107698,3.0,34.83,G6
107700,3.39,60.35,G9
107702,3.06,39.7,G6
107704,1.0,0.73,G1
107707,3.11,42.48,G7
107710,3.75,85.34,G10
107713,4.5,99.04,G10
107716,3.33,56.81,G8
107718,3.56,74.09,G10
107723,3.33,56.81,G8
107725,4.0,94.92,G10
107730,4.5,99.04,G10
107732,2.75,22.24,G5
107735,3.25,50.94,G8
107737,2.96,30.64,G6
107740,2.5,14.16,G4
107743,3.7,82.53,G10
107745,2.38,10.6,G4
107747,2.25,8.6,G3
107752,3.5,68.96,G9
107754,4.0,94.92,G10
107756,2.7,20.37,G5
107758,1.83,3.63,G2
