group_id,tag_document
37672,fitness hiking walkers backpackers backpacking nature-lovers nature-walks walking-and-hiking hiking-with-your-dog dog-hiking-club hiking-and-city-walks wilderness-hiking-adventurers
38538,dance community joy outdoor-activities flash-mobs spontaneous-fun flash-mob
38778,webdesign graphicdesign python softwaredev newtech ixd web technology iphone-development web-development programming user-experience ruby-on-rails web-startups web-designers-and-developers
38910,fitness friends dance singles wine diningout newintown travel adventurers nightlife socialnetwork personalgrowth businessnetwork sports meeting-new-people
39181,webstandards opensource webdesign webcomm css javascript ria web technology html html5 websocket
39272,entrepreneur smallbiz marketing ebizowners bizcoaching networkmarket socialnetwork personalgrowth internetpro businessnetwork business-networking business-referral-networking women-entrepreneurs professional-networking business-and-social-networking
39424,coffee friends singles wine newintown nightlife socialnetwork activities fun-times wine-tasting wine-and-food-pairing food-lovers wine-education spontaneous-fun beer-lovers
39427,friends singles wine diningout newlysingle newintown adventurers couples nightlife socialnetwork women fun-times meeting-new-people dating-and-relationships
39769,sierraclub singles wine hiking newintown skiing babyboomer outdoors discussion outdoor-fitness outdoor-recreation exercise-and-fun young-adults backpacking cross-country-skiing
40074,php opensource ruby python newtech programming mongodb
40318,friends camping hiking newlysingle adventurers nightlife social outdoors fun-times group-fitness-training outdoor-fitness exercise-and-fun make-new-friends meeting-new-people dating-and-relationships
40383,esl spanish italian french german portuguese korean russian hebrew greek polish japanese-language toronto international-cultural-language-exchange mandarin-language
40428,entrepreneur smallbiz opensource webdesign graphicdesign art newtech internetpro web internet-marketing web-development startup-ventures social-media-marketing startup-businesses web-startups servebyamex
41144,friends dance singles diningout newintown adventurers nightlife socialnetwork personalgrowth livemusic businessnetwork spirituality make-new-friends meeting-new-people dating-and-relationships
41329,entrepreneur webdesign journo media webcms internetpro web technology social-media web-development digital-media journalism hacksandhackers hackshackers
41559,entrepreneur softwaredev gis internetpro web technology iphone-development mobile-technology iphone-developers programming iphone-app-developers android-developers mobile-development location-based-service
42156,entrepreneur softwaredev newtech breakfastclub technology programming startup-businesses founders
42173,webstandards webdesign css javascript ria internetpro web technology web-performance web-development silicon-valley san-francisco bay-area testing-web-site-performance website-optimization
43285,gamedev gameprog videogame onlinegaming social-media social-media-marketing game-design social-games pc-gaming social-media-application interactive-entertainment mobile-games
43559,environment fitness friends singles hiking walkers newintown travel adventurers socialnetwork personalgrowth outdoors community meeting-new-people nature-walks
44121,workwmn webdesign softwaredev edtech internetpro web technology women-entrepreneurs software-development mobile-technology programming womens-empowerment mobile-development web-designers-and-developers girl-develop-it
44127,jazz classical walkers theater meeting-new-people walking-and-hiking museums arts-and-entertainment art-museums-galleries
44348,fitness friends hiking walkers running socialnetwork outdoors fun-times outdoor-fitness outdoor-recreation walking-for-health-and-weight-loss parks meeting-new-people health-and-fitness fitness-health-and-wellness
44463,newtech web technology internet-marketing startup-ventures
44803,camping bike kayaking hiking paddling backpackers conservation ccskiing snowshoeing outdoors outdoor-recreation trails road-biking trekking backpacking
45483,photo friends diningout art travel nightlife socialnetwork social fun-times singles-30s-50s make-new-friends young-professional-singles-24-39 meeting-new-people singles-20s-30s live-jazz-music
45928,entrepreneur php webdesign ruby python css javascript women-entrepreneurs web-development iphone-developers silicon-valley android-developers html5 silicon-valley-entrepreneur silicon-valley-networking
46066,singles hiking walkers newintown europe outdoors intellectual-discussion fun-times professional-networking meeting-new-people international-professionals european-culture cultural-diversity new-to-london european-expats
46134,entrepreneur smallbiz singles diningout comedy newintown networkmarket volunteerism nightlife socialnetwork livemusic business-networking outdoor-recreation friends-activity-network movies-dinner
46375,jazz fitness camping wine hiking diningout theater art socialnetwork livemusic outdoors volunteering happy-hours new-york-city meeting-new-people
46456,fitness friends hiking walkers travel adventurers socialnetwork social outdoors outdoor-adventure adventure exercise-and-fun meeting-new-people sports-and-recreation daytrips
47213,javascript newtech web internet-technology html5 css3
47474,entrepreneur smallbiz workwmn ebizowners bizcoaching prodev businessnetwork web business business-networking business-referral-networking professional-networking small-business-marketing-strategy social-media-marketing business-education wingatebywyndham
49080,friends singles diningout newintown travel adventurers couples nightlife socialnetwork outdoors fun-times exercise-and-fun happy-hours 20s-30s-social dating-and-relationships
49199,entrepreneur smallbiz workathome marketing ebizowners bizcoaching self-improvement businessnetwork web business-networking business-referral-networking women-entrepreneurs professional-networking small-business-marketing-strategy mbaatunc
49245,friends camping bike kayaking hiking walkers adventurers ccskiing snowshoeing outdoors outdoor-recreation exercise-and-fun dancing backpacking
49426,css javascript iphone mobile-technology iphone-developers blackberry android-developers mobile-development mobile-applications ipad-developers html5
50606,entrepreneur opensource socialnetwork newtech technology cloud-computing hadoop big-data amazon-web-services virtualization high-scalability-computing data-analytics saas-software-as-a-service nosql saas-business-challenges
50666,entrepreneur socialnetwork businessnetwork web professional-networking mobile-technology startup-ventures startup-businesses angel-investors venture-capital
50883,innovation entrepreneurship startup-businesses venture-capital
51404,entrepreneur ia google technology software-engineering programming computer-science develop-clean-and-clear-algorithms quality-assurance quality-engineering
51480,friends singles wine newlysingle singleparents newintown adventurers nightlife socialnetwork fun-times singles-30s-50s make-new-friends young-professional-singles-24-39 meeting-new-people dating-and-relationships
53067,weightloss fitness dance salsa self-improvement personalgrowth exercise-nutrition exercise-and-fun zumba-fitness health-and-wellness meeting-new-people group-exercise
53128,esl photo friends diningout newintown art language film food-lovers making-new-friends meeting-new-people conversations-in-english-in-toronto toronto professionals-in-toronto toronto-friends
53194,friends singles diningout newintown nightlife socialnetwork social outdoors fun-times young-professionals happy-hours make-new-friends 20s-30s-social young-professional-singles-24-39 meeting-new-people
53329,singles dating newlysingle newintown chicago nightlife socialnetwork social speed-dating singles-dancing-parties-over-35s-dating-dining singles-30s-50s young-professional-singles-24-39 human-sexuality meeting-new-people dating-and-relationships
53400,entrepreneur businessnetwork business-networking professional-networking startup-businesses angel-investors venture-capital brazil
53805,gamedev opensource webdesign chevy softwaredev socialnetwork itpro web technology cloud-computing web-development mobile-technology iphone-developers programming android-developers saas-and-cloud-computing
54788,friends camping singles hiking walkers sailing newintown travel socialnetwork personalgrowth outdoors fun-times make-new-friends meeting-new-people canoeing-canoe-camping
54813,friends dance singles diningout walkers newintown nightlife socialnetwork personalgrowth social outdoors fun-times exercise-and-fun make-new-friends meeting-new-people
55508,friends diningout newlysingle newintown beer adventurers nightlife outdoors drinking outdoor-recreation happy-hours 20s-30s-social meeting-new-people pubs-bars sports-and-recreation
57766,entrepreneur webstandards php webdesign innovation softwaredev wordpress web drupal web-development mobile-technology hadoop ruby-on-rails hacking startups
59439,innovation entrepreneurship israel
66715,entrepreneur gamedev digitalart graphicdesign videogame web-development games iphone-developers programming game-design android-developers mobile-development facebook-application-development arts-and-entertainment social-game-developers servebyamex
